NAME,STATE,COUNTY,CITY,MAX_VOLT,MIN_VOLT,LINES,LATITUDE,LONGITUDE,LON,LAT
UNKNOWN108092,AR,LAWRENCE,POWHATAN,-999999,-999999,0,36.09084574,-91.13421235,-91.13421234999998,36.090845740000006
UNKNOWN108093,AR,LAWRENCE,STRAWBERRY,-999999,-999999,1,36.00534901,-91.25223383,-91.25223383,36.00534900999999
UNKNOWN108094,AR,LEE,MARIANNA,115,115,2,34.76275721,-90.76799135,-90.76799135,34.76275720999999
UNKNOWN108095,AR,LEE,MARIANNA,115,115,1,34.80460717,-90.826745,-90.826745,34.80460717
UNKNOWN108096,AR,LEE,MORO,115,115,2,34.83489295,-90.99592468,-90.99592468,34.83489294999999
UNKNOWN108097,AR,LEE,MORO,69,69,1,34.7856055,-90.97880078,-90.97880078,34.785605499999996
UNKNOWN108098,AR,LEE,BRINKLEY,-999999,-999999,0,34.74257426,-91.10180844,-91.10180844,34.74257425999999
UNKNOWN108099,AR,LINCOLN,GRADY,115,115,2,34.04125795,-91.6183123,-91.61831229999999,34.04125795000001
UNKNOWN108100,AR,LINCOLN,GRADY,-999999,-999999,2,33.81916652,-91.74802461,-91.74802461,33.819166519999996
UNKNOWN108101,AR,LINCOLN,YORKTOWN,-999999,-999999,1,34.07560932,-91.82096843,-91.82096843,34.075609320000005
STAR CITY,AR,LINCOLN,STAR CITY,-999999,-999999,4,33.94018823,-91.85282889,-91.85282889,33.94018823
UNKNOWN108103,AR,LINCOLN,STAR CITY,115,-999999,6,33.92880502,-91.94216426,-91.94216426000001,33.92880501999999
UNKNOWN108104,AR,LITTLE RIVER,FOREMAN,69,-999999,3,33.72288892,-94.3808424,-94.38084239999999,33.722888919999995
UNKNOWN108105,AR,LITTLE RIVER,FOREMAN,69,69,2,33.6979928,-94.41944295,-94.41944295,33.6979928
FOREMAN NORTH,AR,LITTLE RIVER,FOREMAN,69,69,2,33.74480925,-94.37935737,-94.37935736999998,33.744809249999996
UNKNOWN108107,AR,LITTLE RIVER,FOREMAN,138,69,3,33.60193168,-94.36013014,-94.36013014,33.60193167999999
UNKNOWN108108,AR,LOGAN,NEW BLAINE,-999999,-999999,0,35.29436926,-93.46450947,-93.46450947,35.29436926
UNKNOWN108109,AR,LOGAN,PARIS,-999999,-999999,0,35.31265167,-93.79157579,-93.79157579,35.31265167
UNKNOWN108110,AR,LOGAN,MAGAZINE,161,161,3,35.21628047,-93.80129452,-93.80129452,35.21628047
UNKNOWN108112,AR,LOGAN,BOONEVILLE,69,69,2,35.13095664,-93.946074,-93.946074,35.130956639999994
UNKNOWN108113,AR,LOGAN,PARIS,-999999,-999999,0,35.31712974,-93.70222392,-93.70222392,35.31712974
WARD,AR,LONOKE,AUSTIN,115,-999999,4,35.0173411,-91.98670336,-91.98670336,35.01734109999999
MOUNT CARMEL,AR,LONOKE,CABOT,115,115,2,34.9338104,-91.96271908,-91.96271908,34.9338104
UNKNOWN108116,AR,LONOKE,LONOKE,115,115,1,34.79581194,-91.99943103,-91.99943103,34.79581193999999
UNKNOWN108117,AR,LONOKE,ENGLAND,115,115,1,34.59669708,-91.81078155,-91.81078155,34.59669707999999
UNKNOWN108118,AR,LONOKE,LONOKE,115,115,2,34.78207056,-91.85190207,-91.85190207,34.78207056
NELSON,AR,LONOKE,LONOKE,115,115,2,34.90757794,-91.87032082,-91.87032082,34.907577939999996
UNKNOWN108120,AR,LONOKE,CARLISLE,115,115,2,34.77301265,-91.72537958,-91.72537958,34.77301265
ENGLAND,AR,LONOKE,ENGLAND,115,115,3,34.58424272,-91.99197638,-91.99197638,34.58424272
CABOT SOUTH,AR,LONOKE,LONOKE,115,115,2,34.87610447,-91.9828411,-91.9828411,34.876104469999994
UNKNOWN108124,AR,LONOKE,CABOT,115,115,2,34.97994648,-92.02479815,-92.02479815,34.979946479999995
UNKNOWN108125,AR,LONOKE,JACKSONVILLE,115,115,2,34.83288745,-92.04475673,-92.04475672999999,34.83288745
UNKNOWN108126,AR,MADISON,HUNTSVILLE,69,69,2,36.09860967,-93.72287486,-93.72287486,36.098609669999995
UNKNOWN108127,AR,MADISON,HUNTSVILLE,69,69,2,36.27019135,-93.80946411,-93.80946411,36.27019134999998
UNKNOWN108128,AR,MADISON,HINDSVILLE,69,69,2,36.15518787,-93.88968069,-93.88968069,36.15518786999999
UNKNOWN108129,AR,MADISON,WESLEY,69,69,2,36.02818963,-93.92372651,-93.92372651,36.02818963
UNKNOWN108130,AR,MADISON,HUNTSVILLE,69,69,2,36.08960572,-93.54953922,-93.54953922,36.089605719999994
FLIPPIN,AR,MARION,FLIPPIN,161,161,2,36.29927352,-92.60425587,-92.60425587,36.29927351999999
ARCH SMITH,AR,MILLER,FOUKE,69,69,2,33.33102467,-93.94629887,-93.94629887,33.33102466999999
DOODRIDGE,AR,MILLER,DODDRIDGE,69,69,1,33.10552253,-93.95503558,-93.95503558,33.10552253
SOUTH TEXA.,AR,MILLER,TEXARKANA,69,69,3,33.3297508,-94.03930467,-94.03930467,33.329750799999985
BLOOMBURG M.P.,AR,MILLER,DODDRIDGE,69,-999999,3,33.13375224,-94.04286255,-94.04286255,33.13375224
UNKNOWN108136,AR,MISSISSIPPI,WILSON,161,161,2,35.59927905,-90.08247987,-90.08247987,35.59927905
UNKNOWN108137,AR,MISSISSIPPI,MANILA,-999999,-999999,0,35.86596695,-90.17800619,-90.17800619,35.865966949999994
UNKNOWN108138,AR,MISSISSIPPI,LEACHVILLE,161,161,2,35.88898029,-90.26261385,-90.26261384999998,35.88898028999999
UNKNOWN108139,AR,MISSISSIPPI,BLYTHEVILLE,161,-999999,4,35.93993408,-89.71875175,-89.71875175000001,35.93993407999999
UNKNOWN108140,AR,MISSISSIPPI,BLYTHEVILLE,-999999,-999999,2,35.92807409,-89.75771728,-89.75771728000001,35.92807409
UNKNOWN108141,AR,MISSISSIPPI,BLYTHEVILLE,161,161,1,35.91439255,-89.78532701,-89.78532701,35.91439255000001
UNKNOWN108142,AR,MISSISSIPPI,BLYTHEVILLE,161,161,8,35.89947657,-89.78300486,-89.78300486,35.89947656999999
UNKNOWN107655,WI,WASHBURN,SHELL LAKE,161,69,5,45.76842336,-91.86474437,-91.86474437,45.76842335999999
UNKNOWN107656,WI,PRICE,PRENTICE,115,69,3,45.53850181,-90.31181231,-90.31181231000001,45.53850180999999
UNKNOWN107657,WI,CHIPPEWA,HOLCOMBE,115,-999999,4,45.22355314,-91.12758237,-91.12758237,45.22355314
SOUTH SHEBOYGAN FALLS,WI,SHEBOYGAN,LIMA TOWN OF,138,69,3,43.71099338,-87.83839599,-87.83839599,43.71099338
CHALK HILLS HY,MI,MENOMINEE,DAGGETT,138,-999999,3,45.51378064,-87.80092075,-87.80092075,45.513780639999986
MEADOWS,WI,CALUMET,MENASHA,138,138,1,44.21619818,-88.4018233,-88.4018233,44.21619817999999
HUSTISFORD,WI,DODGE,HUSTISFORD,138,138,2,43.344639,-88.595631,-88.59563099999998,43.34463899999998
UNKNOWN107663,WI,CRAWFORD,EASTMAN,161,161,3,43.287783,-91.006561,-91.00656100000002,43.28778299999999
SCOTTSBORO,AL,JACKSON,SCOTTSBORO,161,-999999,3,34.67668021,-86.01715156,-86.01715156000002,34.67668021
UNKNOWN107704,AR,MISSISSIPPI,BLYTHEVILLE,161,161,2,35.93580191,-89.87628896,-89.87628896,35.93580191
UNKNOWN107706,AR,MISSISSIPPI,BLYTHEVILLE,161,161,2,35.86867041,-90.01721587,-90.01721586999999,35.86867040999999
UNKNOWN107707,AR,MISSISSIPPI,BLYTHEVILLE,-999999,-999999,0,35.92163928,-89.89063988,-89.89063988,35.92163928
UNKNOWN107708,AR,MISSISSIPPI,BLYTHEVILLE,161,161,4,35.90801599,-89.91096342,-89.91096342,35.908015989999996
UNKNOWN107709,AR,MONROE,BRINKLEY,115,115,2,34.89722531,-91.20242501,-91.20242501,34.89722531
UNKNOWN107711,AR,MONROE,CLARENDON,69,69,2,34.76581741,-91.24534388,-91.24534388,34.76581740999999
UNKNOWN107712,AR,MONROE,HOLLY GROVE,69,69,1,34.50162751,-91.13712121,-91.13712121,34.50162750999999
UNKNOWN107713,AR,MONTGOMERY,CADDO GAP,115,115,2,34.35509837,-93.56147485,-93.56147485,34.35509837000002
UNKNOWN107714,AR,MONTGOMERY,MT IDA,115,115,1,34.49598419,-93.68613914,-93.68613914000001,34.495984189999994
UNKNOWN107715,AR,NEVADA,ROSSTON,115,115,1,33.60477365,-93.36985993,-93.36985993,33.60477365
UNKNOWN107716,AR,NEWTON,JASPER,161,161,1,36.01366,-93.17890996,-93.17890996,36.01365999999999
UNKNOWN107717,AR,NEWTON,JASPER,161,161,1,36.10954543,-93.12381957,-93.12381956999998,36.10954543
BEARDEN,AR,OUACHITA,BEARDEN,115,115,2,33.7354121,-92.61756612,-92.61756612,33.73541209999999
UNKNOWN107719,AR,OUACHITA,BEARDEN,-999999,-999999,1,33.7839731,-92.69785948,-92.69785948,33.78397309999998
UNKNOWN107720,AR,OUACHITA,CAMDEN,-999999,-999999,3,33.65442278,-92.78764222,-92.78764222,33.654422780000004
UNKNOWN107721,AR,OUACHITA,CAMDEN,115,115,3,33.59510649,-92.83008884,-92.83008884,33.59510649
UNKNOWN107722,AR,OUACHITA,CAMDEN,115,-999999,5,33.56393907,-92.79226175,-92.79226175,33.563939069999996
UNKNOWN107723,AR,OUACHITA,CAMDEN,115,115,4,33.54228144,-92.8224035,-92.82240350000001,33.54228144
UNKNOWN107724,AR,OUACHITA,CAMDEN,115,115,2,33.50401698,-92.89547289,-92.89547289,33.50401698
UNKNOWN107725,AR,OUACHITA,STEPHENS,115,115,2,33.40814743,-93.05922153,-93.05922152999999,33.408147429999985
UNKNOWN107726,AR,PERRY,PLAINVIEW,115,115,2,34.8737767,-93.0893374,-93.0893374,34.8737767
UNKNOWN107727,AR,PERRY,ADONA,-999999,-999999,1,35.03519767,-92.92866394,-92.92866394000002,35.035197669999995
UNKNOWN107728,AR,PHILLIPS,POPLAR GROVE,115,115,2,34.56236482,-90.79405617,-90.79405617,34.56236481999999
UNKNOWN107729,AR,PHILLIPS,ELAINE,115,115,2,34.31708589,-90.86726075,-90.86726075000001,34.317085889999994
UNKNOWN107730,AR,PHILLIPS,HELENA,115,115,1,34.39998996,-90.64317551,-90.64317551,34.39998995999999
UNKNOWN107731,AR,PIKE,MURFREESBORO,138,115,2,34.07870776,-93.62674632,-93.62674632,34.078707759999986
UNKNOWN107732,AR,PIKE,DELIGHT,-999999,-999999,0,34.03283425,-93.48383416,-93.48383416,34.03283425
UNKNOWN107733,AR,PIKE,MURFREESBORO,69,69,3,34.06527749,-93.7009416,-93.7009416,34.06527749
UNKNOWN107734,AR,PIKE,NASHVILLE,69,69,1,34.08983055,-93.81750461,-93.81750461000001,34.089830549999995
UNKNOWN107735,AR,PIKE,KIRBY,69,69,1,34.24686301,-93.70752914,-93.70752914,34.24686301
UNKNOWN107736,AR,POINSETT,HARRISBURG,161,161,1,35.56358932,-90.74906029,-90.74906029,35.56358931999999
UNKNOWN107737,AR,POINSETT,TRUMANN,69,69,2,35.69372499,-90.52609724,-90.52609724,35.69372499
UNKNOWN107738,AR,POINSETT,TRUMANN,161,161,2,35.65328696,-90.49976518,-90.49976518,35.653286959999996
UNKNOWN107739,AR,POINSETT,TRUMANN,69,69,3,35.60613993,-90.58118234,-90.58118234000001,35.60613993
UNKNOWN107740,AR,POINSETT,TYRONZA,161,-999999,4,35.51369186,-90.41643721,-90.41643721,35.513691859999994
LEPANTO,AR,POINSETT,LEPANTO,-999999,-999999,1,35.61278948,-90.32174494,-90.32174494,35.61278948
UNKNOWN107742,AR,POLK,COVE,-999999,-999999,0,34.43885864,-94.39904313,-94.39904312999998,34.43885864
UNKNOWN107743,AR,POLK,MENA,-999999,-999999,2,34.57994687,-94.19247152,-94.19247152,34.57994687000001
UNKNOWN107744,AR,POLK,MENA,69,-999999,2,34.55300789,-94.21849912,-94.21849912,34.553007889999996
UNKNOWN107745,AR,POLK,MENA,-999999,-999999,1,34.53929241,-93.99938007,-93.99938006999999,34.53929241
UNKNOWN107748,AR,POPE,DOVER,69,69,1,35.46474565,-93.17454994,-93.17454994,35.46474565
UNKNOWN107749,AR,POPE,RUSSELLVILLE,161,161,2,35.3630776,-93.00055805,-93.00055805,35.36307759999998
UNKNOWN107750,AR,POPE,RUSSELLVILLE,161,161,2,35.30561265,-93.12320701,-93.12320701000002,35.30561264999999
UNKNOWN107751,AR,PRAIRIE,DE VALLS BLUFF,115,115,2,34.79361482,-91.46718586,-91.46718586,34.79361482000001
HAZEN,AR,PRAIRIE,DE VALLS BLUFF,115,115,2,34.77508003,-91.54970468,-91.54970467999999,34.77508003
UNKNOWN107753,AR,PRAIRIE,DES ARC,115,115,2,34.98473713,-91.5096396,-91.5096396,34.98473713
UNKNOWN107754,AR,PULASKI,BIGELOW,161,161,2,34.88978923,-92.68059364,-92.68059364,34.88978923
LITTLE ROCK ROLAND ROAD,AR,PULASKI,ROLAND,115,115,1,34.85052089,-92.4851292,-92.4851292,34.85052088999999
UNKNOWN107756,AR,PULASKI,NORTH LITTLE ROCK,115,115,2,34.74240417,-92.12946871,-92.12946871,34.74240417000001
ZION HILL,AR,PULASKI,CABOT,-999999,-999999,1,34.97395922,-92.139628,-92.139628,34.97395921999999
UNKNOWN107758,AR,PULASKI,MAUMELLE,115,115,2,34.88565961,-92.39082039,-92.39082039,34.88565961
LITTLE ROCK PINNACLE,AR,PULASKI,LITTLE ROCK,161,115,4,34.81167626,-92.48789354,-92.48789354,34.81167626
UNKNOWN107760,AR,PULASKI,LITTLE ROCK,115,115,3,34.76007738,-92.45597423,-92.45597423,34.76007737999999
UNKNOWN107761,AR,PULASKI,LITTLE ROCK,115,115,2,34.79823979,-92.40969113,-92.40969113,34.79823979
UNKNOWN107762,AR,PULASKI,LITTLE ROCK,115,115,2,34.69048529,-92.37926636,-92.37926636,34.69048529
UNKNOWN107763,AR,PULASKI,LITTLE ROCK,115,115,2,34.64184897,-92.410561,-92.41056100000002,34.64184897
UNKNOWN107765,AR,PULASKI,LITTLE ROCK,115,115,2,34.66100852,-92.37712484,-92.37712484,34.66100852
NORTH LITTLE ROCK LEVY,AR,PULASKI,NORTH LITTLE ROCK,115,115,4,34.79836284,-92.28267389,-92.28267389,34.798362839999996
UNKNOWN107767,AR,PULASKI,NORTH LITTLE ROCK,115,115,2,34.80398647,-92.28250216,-92.28250216,34.80398646999999
UNKNOWN107768,AR,PULASKI,LITTLE ROCK,115,115,2,34.78313784,-92.33224202,-92.33224202,34.783137839999995
UNKNOWN107769,AR,PULASKI,LITTLE ROCK,115,115,3,34.75662478,-92.34695328,-92.34695328,34.75662478
UNKNOWN107770,AR,PULASKI,LITTLE ROCK,115,115,5,34.72108691,-92.30511242,-92.30511242,34.72108691
UNKNOWN107771,AR,PULASKI,LITTLE ROCK,115,115,2,34.69403226,-92.31563816,-92.31563816000002,34.69403226000001
ALMYRA,AR,ARKANSAS,ALMYRA,115,115,2,34.40258329,-91.40837609,-91.40837609,34.40258329
UNKNOWN107881,AR,ARKANSAS,STUTTGART,115,115,2,34.55781576,-91.46642304,-91.46642304,34.55781576
STUTTGART RICUSKEY,AR,ARKANSAS,STUTTGART,230,115,5,34.47576243,-91.54195665,-91.54195665,34.47576243000001
UNKNOWN107883,AR,ARKANSAS,STUTTGART,115,115,1,34.52270321,-91.57432005,-91.57432005,34.522703209999996
UNKNOWN107884,AR,ARKANSAS,ALMYRA,69,69,1,34.45161801,-91.32277088,-91.32277088,34.45161800999999
DELUCE,AR,ARKANSAS,GILLETT,115,69,3,34.20963756,-91.34304561,-91.34304561,34.20963756
GILLETT,AR,ARKANSAS,GILLETT,115,115,2,34.14939912,-91.34436859,-91.34436859,34.14939911999999
UNKNOWN107887,AR,ARKANSAS,DE WITT,69,69,2,34.31173089,-91.29660549,-91.29660549,34.31173089
UNKNOWN107888,AR,ARKANSAS,TICHNOR,69,69,2,34.09077278,-91.24773501,-91.24773501,34.090772779999995
UNKNOWN107889,AR,ASHLEY,MONTROSE,115,115,2,33.27605343,-91.66592102,-91.66592102,33.27605342999999
UNKNOWN107890,AR,ASHLEY,HAMBURG,115,115,2,33.21108984,-91.79443509,-91.79443509,33.21108984
UNKNOWN107891,AR,ASHLEY,HAMBURG,115,115,2,33.25121732,-91.92390812,-91.92390812000001,33.251217319999995
UNKNOWN107892,AR,ASHLEY,CROSSETT,115,115,3,33.09880482,-91.94938265,-91.94938265,33.098804820000005
UNKNOWN107893,AR,ASHLEY,CROSSETT,115,115,2,33.05917148,-91.95124407,-91.95124407,33.05917148000001
UNKNOWN107894,AR,BAXTER,LAKEVIEW,69,69,1,36.37253966,-92.53286362,-92.53286362000001,36.37253966000001
UNKNOWN107895,AR,BAXTER,MIDWAY,161,69,7,36.36832515,-92.45414987,-92.45414987,36.36832514999998
UNKNOWN107896,AR,BAXTER,MIDWAY,69,69,3,36.37752566,-92.46093401,-92.46093401,36.377525659999996
UNKNOWN107897,AR,BAXTER,MOUNTAIN HOME,69,69,2,36.29884482,-92.29929438,-92.29929438,36.29884482000001
TRACY,AR,BAXTER,MOUNTAIN HOME,69,69,1,36.31691695,-92.345178,-92.34517799999999,36.31691694999999
UNKNOWN107899,AR,BAXTER,MOUNTAIN HOME,161,161,2,36.31399006,-92.37466073,-92.37466073,36.313990059999995
UNKNOWN107900,AR,BAXTER,MOUNTAIN HOME,69,69,2,36.37629806,-92.31908565,-92.31908565,36.37629806
UNKNOWN107901,AR,BAXTER,HENDERSON,69,69,1,36.3765675,-92.20418197,-92.20418196999998,36.37656749999999
UNKNOWN107902,AR,BAXTER,MOUNTAIN HOME,69,69,2,36.37395599,-92.37037457,-92.37037457,36.37395599
SILOAM SPRINGS,AR,BENTON,SILOAM SPRINGS,161,69,5,36.15924213,-94.52709315,-94.52709315,36.159242129999996
UNKNOWN107904,AR,BENTON,GARFIELD,69,-999999,3,36.40727176,-94.01707875,-94.01707875000001,36.40727176
UNKNOWN107905,AR,BENTON,ROGERS,161,-999999,5,36.39753854,-94.00958878,-94.00958878,36.397538539999985
UNKNOWN107906,AR,BENTON,ROGERS,69,69,2,36.32090832,-94.06408866,-94.06408866,36.32090832
UNKNOWN107907,AR,BENTON,ROGERS,161,-999999,3,36.35482796,-94.12106413,-94.12106413,36.35482796
UNKNOWN107908,AR,BENTON,LOWELL,69,69,2,36.2518921,-94.10515488,-94.10515488,36.2518921
UNKNOWN107909,AR,BENTON,BELLA VISTA,69,69,2,36.47188736,-94.24357869,-94.24357869,36.47188735999999
UNKNOWN107910,AR,BENTON,BENTONVILLE,-999999,-999999,0,36.3935965,-94.20826826,-94.20826826,36.393596499999994
UNKNOWN107911,AR,BENTON,BENTONVILLE,-999999,-999999,0,36.35703899,-94.24880969,-94.24880969,36.35703898999999
UNKNOWN107912,AR,BENTON,BENTONVILLE,161,69,5,36.35829075,-94.24751782,-94.24751782,36.35829074999999
UNKNOWN107913,AR,BENTON,BENTONVILLE,161,-999999,6,36.35839759,-94.24565804,-94.24565804,36.358397589999996
UNKNOWN107914,AR,BENTON,BENTONVILLE,161,161,1,36.35926595,-94.24531579,-94.24531579,36.359265949999994
UNKNOWN107915,AR,BENTON,BENTONVILLE,-999999,-999999,2,36.36213835,-94.20932188,-94.20932188,36.362138349999995
UNKNOWN107916,AR,BENTON,ROGERS,69,69,2,36.31312091,-94.17085339,-94.17085339,36.31312090999999
UNKNOWN107917,AR,BENTON,BELLA VISTA,69,69,2,36.45101463,-94.30122906,-94.30122906,36.451014629999996
UNKNOWN107918,AR,BENTON,CENTERTON,161,161,2,36.35785064,-94.27635116,-94.27635116,36.35785063999998
UNKNOWN107919,AR,BENTON,GRAVETTE,69,69,3,36.37429914,-94.33914435,-94.33914435000001,36.37429914
UNKNOWN107920,AR,BENTON,GRAVETTE,69,69,2,36.37819125,-94.48674901,-94.48674901,36.37819124999999
UNKNOWN107921,AR,BENTON,DECATUR,161,161,2,36.31676186,-94.45536713,-94.45536713,36.31676186
UNKNOWN107922,AR,BENTON,GRAVETTE,69,69,2,36.43851466,-94.53381152,-94.53381152,36.438514659999996
UNKNOWN107923,AR,BENTON,HIWASSE,-999999,-999999,0,36.43131765,-94.33349548,-94.33349548,36.43131764999999
UNKNOWN107924,AR,BENTON,ROGERS,69,69,2,36.41738617,-94.13297577,-94.13297577000002,36.41738617
UNKNOWN107925,AR,BENTON,LOWELL,69,69,3,36.24810679,-94.17035171,-94.17035171,36.248106789999994
UNKNOWN107926,AR,BENTON,BELLA VISTA,69,69,2,36.47593625,-94.1942764,-94.19427640000002,36.475936250000004
UNKNOWN107927,AR,BENTON,GENTRY,161,161,2,36.25606419,-94.51024583,-94.51024583,36.25606419
UNKNOWN107928,AR,BENTON,GENTRY,345,161,9,36.25407972,-94.5274874,-94.5274874,36.25407972
UNKNOWN107930,AR,BOONE,HARRISON,161,161,4,36.22118139,-93.07259779,-93.07259779,36.22118139
UNKNOWN107931,AR,BOONE,OMAHA,161,161,1,36.45304429,-93.1715759,-93.1715759,36.45304429
UNKNOWN107932,AR,BOONE,EVERTON,161,161,2,36.12948889,-92.97102543,-92.97102543,36.12948888999999
UNKNOWN107933,AR,BOONE,HARRISON,161,161,3,36.19700022,-93.13140665,-93.13140665,36.19700022000001
UNKNOWN107934,AR,BRADLEY,HERMITAGE,115,115,2,33.42898254,-92.15596683,-92.15596682999998,33.42898253999999
UNKNOWN107935,AR,BRADLEY,JERSEY,115,115,2,33.33815376,-92.31092685,-92.31092685,33.33815376
UNKNOWN107936,AR,CALHOUN,HAMPTON,-999999,-999999,3,33.63021095,-92.70058683,-92.70058683,33.630210950000006
UNKNOWN107937,AR,CALHOUN,HAMPTON,-999999,-999999,2,33.53396039,-92.50625837,-92.50625837000001,33.53396039
UNKNOWN107938,AR,CALHOUN,HAMPTON,-999999,-999999,1,33.51762141,-92.35594502,-92.35594502,33.51762141
UNKNOWN107939,AR,CARROLL,GREEN FOREST,161,161,2,36.33676572,-93.46687741,-93.46687740999998,36.336765719999995
UNKNOWN107940,AR,CARROLL,BERRYVILLE,69,69,2,36.20959103,-93.48340595,-93.48340595000002,36.20959102999999
UNKNOWN107941,AR,CARROLL,BERRYVILLE,161,161,2,36.37743922,-93.5718459,-93.5718459,36.37743921999999
UNKNOWN107942,AR,CARROLL,BERRYVILLE,69,69,2,36.37006419,-93.54345901,-93.54345901,36.37006419
UNKNOWN107943,AR,CARROLL,BERRYVILLE,161,69,6,36.3910754,-93.63738161,-93.63738161,36.39107539999999
UNKNOWN107944,AR,CARROLL,EUREKA SPRINGS,69,69,2,36.39440138,-93.69447809,-93.69447809,36.394401379999984
EUREKA SPRINGS,AR,CARROLL,EUREKA SPRINGS,161,161,4,36.41069774,-93.74341686,-93.74341686,36.41069774
UNKNOWN107946,AR,CARROLL,EUREKA SPRINGS,161,161,1,36.40428189,-93.8274265,-93.8274265,36.404281889999986
UNKNOWN107947,AR,CARROLL,GREEN FOREST,161,161,2,36.32032811,-93.4342804,-93.4342804,36.320328110000005
UNKNOWN107949,AR,CHICOT,EUDORA,115,115,2,33.10952448,-91.28312671,-91.28312671,33.10952447999999
UNKNOWN107950,AR,CHICOT,DERMOTT,115,115,1,33.50683522,-91.43572847,-91.43572847,33.50683521999999
UNKNOWN107951,AR,CLARK,GURDON,115,115,2,33.92570577,-93.14168618,-93.14168618,33.92570577
UNKNOWN107952,AR,CLARK,ARKADELPHIA,115,115,2,34.14445552,-93.0623825,-93.06238250000001,34.14445552
UNKNOWN107953,AR,DALLAS,ARKADELPHIA,115,115,2,34.06033086,-92.88966873,-92.88966873,34.06033085999999
UNKNOWN107954,AR,CLARK,OKOLONA,-999999,-999999,0,33.99592326,-93.32206945,-93.32206945,33.995923259999984
UNKNOWN107955,AR,CLARK,GURDON,-999999,-999999,0,33.83239703,-93.12143229,-93.12143229,33.83239703
DATTO,AR,CLAY,CORNING,161,161,2,36.40829991,-90.72992025,-90.72992025,36.40829990999999
UNKNOWN107957,AR,CLAY,KNOBEL,-999999,-999999,0,36.33494206,-90.52434716,-90.52434716000002,36.33494206
UNKNOWN107958,AR,CLAY,POLLARD,161,161,1,36.49691664,-90.28840004,-90.28840004,36.496916639999995
RECTOR,AR,CLAY,RECTOR,161,161,2,36.25748636,-90.29690329,-90.29690329,36.257486359999994
UNKNOWN107960,AR,CLAY,PIGGOTT,-999999,-999999,0,36.4402171,-90.14774738,-90.14774738,36.44021709999999
UNKNOWN107961,AR,CLAY,GREENWAY,-999999,-999999,0,36.34189369,-90.21132968,-90.21132967999999,36.34189369
UNKNOWN107962,AR,CLEBURNE,HEBER SPRINGS,161,-999999,3,35.50522828,-92.00989188,-92.00989188,35.50522827999998
UNKNOWN107963,AR,CLEBURNE,HEBER SPRINGS,161,161,2,35.47922672,-92.03566739,-92.03566739000001,35.47922672
UNKNOWN107964,AR,CLEBURNE,QUITMAN,-999999,-999999,2,35.43534292,-92.1073649,-92.1073649,35.435342920000004
UNKNOWN107965,AR,CLEBURNE,SHIRLEY,-999999,-999999,2,35.61525257,-92.21915994,-92.21915994,35.615252569999996
UNKNOWN107966,AR,CLEBURNE,HIGDEN,-999999,-999999,2,35.5836343,-92.13400379,-92.13400379,35.583634299999986
UNKNOWN107967,AR,COLUMBIA,WALDO,115,115,1,33.38400774,-93.28893959,-93.28893959,33.38400773999999
UNKNOWN107968,AR,COLUMBIA,MAGNOLIA,115,115,2,33.28255883,-93.1986903,-93.1986903,33.28255882999999
UNKNOWN107969,AR,COLUMBIA,MAGNOLIA,115,115,2,33.25365695,-93.23309403,-93.23309403,33.25365694999999
UNKNOWN107970,AR,COLUMBIA,MC NEIL,500,115,7,33.33670494,-93.22444391,-93.22444391,33.33670493999998
UNKNOWN107971,AR,COLUMBIA,MAGNOLIA,115,115,2,33.26794518,-93.30505569,-93.30505568999999,33.26794518
UNKNOWN107972,AR,COLUMBIA,MAGNOLIA,115,115,2,33.28399951,-93.25625282,-93.25625282,33.28399950999999
UNKNOWN107973,AR,COLUMBIA,MAGNOLIA,115,115,1,33.17681322,-93.21631071,-93.21631071,33.17681322
UNKNOWN107974,AR,COLUMBIA,EMERSON,115,115,2,33.06898582,-93.1785979,-93.1785979,33.068985819999995
UNKNOWN107975,AR,COLUMBIA,MAGNOLIA,115,115,2,33.20849337,-93.22610458,-93.22610458,33.20849336999999
UNKNOWN107976,AR,CONWAY,MORRILTON,161,-999999,6,35.0877168,-92.78048795,-92.78048795,35.087716799999995
UNKNOWN107977,AR,CONWAY,MORRILTON,161,161,4,35.1759966,-92.70514605,-92.70514605,35.1759966
UNKNOWN107978,AR,CONWAY,MORRILTON,161,161,2,35.15401642,-92.75859158,-92.75859158,35.15401642
UNKNOWN107979,AR,CONWAY,MORRILTON,161,-999999,3,35.12874307,-92.79156602,-92.79156601999999,35.12874306999999
UNKNOWN107980,AR,CRAIGHEAD,LAKE CITY,-999999,-999999,0,35.87632348,-90.36739248,-90.36739248,35.87632347999999
UNKNOWN107981,AR,CRAIGHEAD,LAKE CITY,69,69,2,35.75724013,-90.46570271,-90.46570271,35.75724012999999
UNKNOWN107982,AR,CRAIGHEAD,CASH,161,161,2,35.79307684,-90.91199694,-90.91199694,35.79307683999999
UNKNOWN107983,AR,CRAIGHEAD,JONESBORO,69,69,2,35.86573448,-90.61313385,-90.61313385,35.86573447999999
UNKNOWN107984,AR,CRAIGHEAD,JONESBORO,69,69,2,35.8463467,-90.74782496,-90.74782495999999,35.846346700000005
UNKNOWN107985,AR,CRAWFORD,MOUNTAINBURG,-999999,-999999,1,35.59584353,-94.14670067,-94.14670067000002,35.59584352999998
UNKNOWN107988,AR,CRAWFORD,VAN BUREN,161,161,4,35.47339317,-94.33440115,-94.33440115,35.47339317
