NAME,STATE,COUNTY,CITY,MAX_VOLT,MIN_VOLT,LINES,LATITUDE,LONGITUDE,LON,LAT
SOUTH SUMMITVILLE,IN,MADISON,ALEXANDRIA,69,69,2,40.29984612,-85.65353725,-85.65353725,40.29984611999999
TAP160846,AL,DALLAS,MARION JUNCTION,-999999,-999999,3,32.458648,-87.221849,-87.221849,32.45864799999999
UNKNOWN160637,IN,GRANT,SUMMITVILLE,69,69,1,40.3787435,-85.69064685,-85.69064685,40.3787435
UNKNOWN160847,AL,CLARKE,JACKSON,-999999,-999999,1,31.32719491,-87.8296971,-87.8296971,31.327194909999996
STRAWTON,IN,MADISON,ELWOOD,138,69,6,40.32016065,-85.7769808,-85.7769808,40.32016064999999
TAP160848,AL,CLARKE,JACKSON,-999999,-999999,3,31.4673501,-87.81883015,-87.81883015,31.467350100000004
TAP160937,AL,MADISON,HAZEL GREEN,-999999,-999999,3,34.902811,-86.572056,-86.572056,34.90281099999999
UNKNOWN160849,AL,CLARKE,JACKSON,-999999,-999999,1,31.51098942,-87.8752285,-87.8752285,31.510989419999998
TAP160938,AL,MADISON,TONEY,-999999,-999999,3,34.900366,-86.7194,-86.7194,34.90036599999999
TAP160850,AL,CLARKE,JACKSON,-999999,-999999,1,31.520284,-87.891441,-87.89144099999999,31.520284
TAP160939,AL,MADISON,HARVEST,-999999,-999999,3,34.847762,-86.71364,-86.71364,34.847762
LIBERTY CENTER,IN,WELLS,LIBERTY CENTER,-999999,-999999,2,40.69755974,-85.28471295,-85.28471295,40.69755974
TAP160851,AL,CHOCTAW,SILAS,-999999,-999999,3,31.749816,-88.122045,-88.12204500000001,31.749815999999996
TAP160940,AL,MADISON,HARVEST,-999999,-999999,3,34.83494089,-86.70324468,-86.70324468,34.83494089
TAP161142,MS,PONTOTOC,TUPELO,161,161,3,34.242738,-88.833004,-88.833004,34.242737999999996
TAP160852,ND,DICKEY,ASHLEY,-999999,-999999,3,46.02720182,-99.00359085,-99.00359085,46.027201819999995
TAP160941,AL,LIMESTONE,ELKMONT,-999999,-999999,3,34.948302,-86.87523,-86.87523,34.948302
UNKNOWN161038,AL,HOUSTON,COTTONWOOD,-999999,-999999,1,31.07554312,-85.31004147,-85.31004147,31.07554312
UNKNOWN160942,AL,LIMESTONE,ELKMONT,-999999,-999999,1,34.93556752,-86.96322783,-86.96322783,34.93556752
TAP160943,ND,CASS,HORACE,41.59999847,41.59999847,3,46.774812,-96.904009,-96.90400900000002,46.77481199999999
UNKNOWN160944,TN,GILES,ELKTON,-999999,-999999,2,35.03657326,-86.88754193,-86.88754193,35.03657326
TAP160945,ND,CASS,DAVENPORT,41.59999847,41.59999847,3,46.775183,-97.010078,-97.01007799999998,46.775183
TAP160946,ND,RICHLAND,LEONARD,41.59999847,41.59999847,3,46.62915,-97.239196,-97.239196,46.629149999999996
TAP160947,ND,CASS,WHEATLAND,41.59999847,41.59999847,3,46.772572,-97.346693,-97.34669299999999,46.77257199999998
TAP160955,ND,CAVALIER,MUNICH,69,69,3,48.673812,-98.710307,-98.710307,48.67381199999998
TAP160853,ND,LOGAN,WISHEK,115,115,3,46.384874,-99.62365,-99.62365,46.384873999999996
TAP160729,ND,DUNN,HALLIDAY,115,115,3,47.42988818,-102.5023616,-102.5023616,47.42988817999999
LALLIE,ND,BENSON,OBERON,-999999,-999999,0,47.98199658,-99.21313815,-99.21313815,47.98199658
TAP160979,ND,BENSON,LEEDS,-999999,-999999,3,48.29628334,-99.42566744,-99.42566743999998,48.296283339999995
CHURCHS FERRY,ND,BENSON,LEEDS,-999999,-999999,1,48.27613525,-99.28774199,-99.28774199,48.27613524999999
UNKNOWN161019,AL,CHILTON,CLANTON,-999999,-999999,0,32.95107688,-86.52841703,-86.52841703,32.951076879999995
UNKNOWN161020,AL,COOSA,SYLACAUGA,-999999,-999999,1,33.06567371,-86.29696892,-86.29696892,33.06567370999999
UNKNOWN161021,AL,SHELBY,COLUMBIANA,115,115,1,33.15047405,-86.59566615,-86.59566615000001,33.15047404999999
TAP161022,AL,SHELBY,COLUMBIANA,115,115,3,33.17158251,-86.55082345,-86.55082345000001,33.17158251
UNKNOWN161023,AL,TUSCALOOSA,NORTHPORT,-999999,-999999,1,33.3882,-87.703543,-87.703543,33.38819999999999
UNKNOWN161024,AL,MONROE,FRISCO CITY,-999999,-999999,0,31.5154002,-87.49481564,-87.49481564,31.5154002
UNKNOWN161027,AL,MONROE,MONROEVILLE,-999999,-999999,0,31.52878097,-87.27447582,-87.27447582,31.528780970000003
TAP161028,AL,BALDWIN,BAY MINETTE,115,115,3,30.837428,-87.86252,-87.86252,30.837427999999985
TAP161029,AL,BALDWIN,BAY MINETTE,115,115,3,30.839077,-87.806807,-87.80680700000002,30.839077000000003
TAP161030,AL,BALDWIN,BAY MINETTE,115,115,3,30.868973,-87.801767,-87.801767,30.868972999999997
TAP161031,AL,BALDWIN,BAY MINETTE,115,115,3,30.87640681,-87.7512735,-87.7512735,30.876406809999988
TAP161032,AL,BALDWIN,BAY MINETTE,115,115,3,30.874227,-87.781943,-87.781943,30.874226999999998
TAP161033,AL,BALDWIN,BAY MINETTE,115,115,2,30.882875,-87.792922,-87.792922,30.88287499999998
UNKNOWN161034,AL,BALDWIN,BAY MINETTE,115,115,1,30.86859056,-87.7795852,-87.7795852,30.868590559999994
TAP161035,AL,COVINGTON,ANDALUSIA,-999999,-999999,2,31.302657,-86.474916,-86.474916,31.30265700000001
TAP161036,AL,COVINGTON,ANDALUSIA,-999999,-999999,2,31.302213,-86.474913,-86.474913,31.302212999999984
UNKNOWN161037,AL,COVINGTON,RED LEVEL,-999999,-999999,0,31.39747869,-86.60218267,-86.60218267,31.397478689999996
TAP160854,ND,LOGAN,NAPOLEON,115,115,3,46.501064,-99.747886,-99.74788599999998,46.50106399999999
TAP160855,ND,LOGAN,NAPOLEON,115,115,3,46.501187,-99.762916,-99.762916,46.501187
TAP161039,AL,HOUSTON,COTTONWOOD,-999999,-999999,2,31.101624,-85.262475,-85.262475,31.101623999999994
UNKNOWN160730,ND,DUNN,HALLIDAY,115,115,2,47.43015231,-102.3811304,-102.3811304,47.43015231
TAP160856,ND,BURLEIGH,BISMARCK,115,115,3,46.794439,-100.77902,-100.77901999999999,46.794439000000004
TAP160731,ND,DUNN,KILLDEER,115,115,3,47.4774,-102.843789,-102.843789,47.477399999999996
TAP160858,ND,BURLEIGH,BISMARCK,115,115,2,46.75823,-100.79517,-100.79517,46.75823
UNKNOWN161040,AL,HOUSTON,WEBB,-999999,-999999,1,31.26192595,-85.27615088,-85.27615088,31.26192595
TAP161148,LA,EAST FELICIANA,JACKSON,138,138,3,30.69834501,-91.28423706,-91.28423706,30.69834501
TAP160859,ND,BURLEIGH,BISMARCK,115,115,3,46.751435,-100.753429,-100.75342900000001,46.751435
UNKNOWN160732,ND,MCKENZIE,WATFORD CITY,115,115,1,47.79887088,-102.9214089,-102.9214089,47.79887088
UNKNOWN161041,AL,HOUSTON,ASHFORD,-999999,-999999,0,31.18763836,-85.2361551,-85.2361551,31.187638360000005
UNKNOWN161149,LA,ST. TAMMANY,MANDEVILLE,-999999,-999999,0,30.38912309,-90.04584778,-90.04584778000002,30.389123089999988
UNKNOWN160860,ND,BURLEIGH,BISMARCK,115,115,1,46.75070474,-100.7534332,-100.7534332,46.75070474
TAP160733,ND,MCKENZIE,WATFORD CITY,115,115,3,47.7899893,-102.9319594,-102.9319594,47.7899893
UNKNOWN161150,LA,ST. TAMMANY,MANDEVILLE,-999999,-999999,1,30.37100448,-90.08129937,-90.08129937,30.371004479999993
TAP160861,ND,BURLEIGH,STERLING,115,115,3,46.909872,-100.287059,-100.287059,46.909872
TAP160734,ND,MCKENZIE,WATFORD CITY,115,115,3,48.02413347,-103.1733655,-103.1733655,48.02413346999999
UNKNOWN161151,LA,TANGIPAHOA,HAMMOND,-999999,-999999,0,30.47476335,-90.41468852,-90.41468852,30.474763349999996
TAP160862,ND,BOWMAN,SCRANTON,-999999,-999999,3,46.119452,-103.015927,-103.015927,46.119451999999995
UNKNOWN160735,ND,MCKENZIE,WATFORD CITY,115,115,1,48.08284667,-103.1679261,-103.1679261,48.082846669999995
UNKNOWN161152,LA,LIVINGSTON,WALKER,-999999,-999999,1,30.62681755,-90.79938966,-90.79938966,30.62681755
UNKNOWN160736,ND,MCKENZIE,WATFORD CITY,115,115,1,48.02466756,-103.1146765,-103.1146765,48.024667560000005
UNKNOWN161153,LA,VERMILION,ABBEVILLE,69,69,2,29.87096697,-92.27121713,-92.27121713,29.870966969999998
HARRISON ST,IN,ELKHART,ELKHART,-999999,-999999,0,41.6803673,-85.97434167,-85.97434167,41.68036730000001
UNKNOWN160737,ND,MCKENZIE,WATFORD CITY,-999999,-999999,2,47.95911785,-103.2817498,-103.2817498,47.95911784999999
UNKNOWN161154,LA,VERMILION,KAPLAN,69,69,1,29.65760784,-92.36896492,-92.36896492,29.65760783999999
TAP160863,ND,BOWMAN,SCRANTON,-999999,-999999,3,46.119311,-103.015929,-103.015929,46.119310999999996
TAP160648,IN,NOBLE,LAOTTO,138,138,3,41.26770954,-85.24410822,-85.24410821999999,41.26770954
TAP160864,ND,ADAMS,REEDER,-999999,-999999,2,46.117935,-102.954841,-102.954841,46.117935
TAP160739,ND,WILLIAMS,ALAMO,69,69,3,48.489213,-103.623933,-103.62393300000001,48.489213
UNKNOWN160865,SD,MARSHALL,VEBLEN,-999999,-999999,1,45.86313723,-97.29201347,-97.29201347,45.86313723
TAP160740,ND,WILLIAMS,ALAMO,69,69,3,48.582942,-103.493798,-103.49379800000001,48.582942
TAP160866,ND,SARGENT,FORMAN,-999999,-999999,2,46.066298,-97.613199,-97.613199,46.066297999999996
UNKNOWN160741,ND,WILLIAMS,ALAMO,69,69,1,48.58050412,-103.4727984,-103.4727984,48.58050411999999
TAP160867,ND,GRAND FORKS,EMERADO,-999999,-999999,4,47.932503,-97.384868,-97.384868,47.932503
TAP160742,ND,DIVIDE,CROSBY,69,69,3,48.895009,-103.268137,-103.26813700000001,48.895009
TAP160868,ND,GRAND FORKS,EMERADO,-999999,-999999,3,47.932528,-97.384482,-97.384482,47.93252799999999
TAP160743,ND,BURKE,POWERS LAKE,69,69,3,48.648118,-102.842565,-102.842565,48.648118
TAP160869,ND,GRAND FORKS,GRAND FORKS,-999999,-999999,3,47.935272,-97.153733,-97.153733,47.935272000000005
TAP160744,ND,BURKE,COLUMBUS,69,69,3,48.846708,-102.785632,-102.78563200000002,48.84670799999999
TAP160870,ND,GRAND FORKS,NORTHWOOD,69,69,3,47.744885,-97.621445,-97.621445,47.744885
TAP160745,ND,BURKE,LIGNITE,69,69,3,48.83606104,-102.546668,-102.546668,48.83606103999999
TAP160871,ND,GRAND FORKS,NORTHWOOD,69,69,3,47.730491,-97.580668,-97.580668,47.730491
TAP160872,ND,GRAND FORKS,NORTHWOOD,69,69,3,47.72614137,-97.55982984,-97.55982984000002,47.72614137
TAP160873,ND,TRAILL,HATTON,69,69,3,47.642979,-97.452397,-97.45239700000002,47.642979
TAP160874,ND,TRAILL,HATTON,69,69,3,47.643419,-97.4524,-97.45239999999998,47.643419
UNKNOWN160875,AL,CHOCTAW,SILAS,-999999,-999999,1,31.77928749,-88.32837562,-88.32837562,31.779287489999994
TAP160876,AL,SUMTER,LIVINGSTON,-999999,-999999,3,32.579025,-88.190868,-88.19086800000001,32.579024999999994
TAP160877,AL,SUMTER,LIVINGSTON,-999999,-999999,3,32.568989,-88.203032,-88.203032,32.568988999999995
UNKNOWN160878,AL,SUMTER,LIVINGSTON,-999999,-999999,1,32.56521384,-88.19885818,-88.19885818000002,32.56521384
UNKNOWN160879,AL,SUMTER,YORK,-999999,-999999,1,32.50492591,-88.27703703,-88.27703703,32.50492590999998
TAP160880,AL,SUMTER,YORK,-999999,-999999,3,32.505122,-88.277286,-88.277286,32.505122
LUSHER,IN,ELKHART,ELKHART,-999999,-999999,0,41.66716873,-85.96093688,-85.96093688,41.66716872999999
UNKNOWN160881,AL,SUMTER,YORK,-999999,-999999,1,32.45723423,-88.34327052,-88.34327052,32.45723423
TAP160882,AL,SUMTER,YORK,-999999,-999999,3,32.456992,-88.343214,-88.343214,32.45699199999999
GRAVEL PIT,IN,ST. JOSEPH,SOUTH BEND,-999999,-999999,0,41.62139432,-86.33536668,-86.33536668,41.62139431999999
UNKNOWN160883,AL,HALE,NEWBERN,115,115,1,32.5656766,-87.56867975,-87.56867975000002,32.565676599999996
SPRINGVILLE,IN,LAPORTE,LA PORTE,-999999,-999999,0,41.68503963,-86.7405298,-86.7405298,41.68503962999999
UNKNOWN161174,MS,BOLIVAR,SHELBY,115,115,1,33.98278608,-90.75896324,-90.75896324,33.98278607999998
TAP160884,AL,HALE,NEWBERN,115,115,2,32.565686,-87.568183,-87.568183,32.565686
TAP160661,IN,ALLEN,HOAGLAND,69,69,3,40.97541812,-85.05628846,-85.05628846,40.97541811999999
UNKNOWN161175,MS,TALLAHATCHIE,CHARLESTON,-999999,-999999,0,33.99972306,-90.09077661,-90.09077660999999,33.99972306
UNKNOWN160885,AL,HALE,NEWBERN,115,115,1,32.60244042,-87.53334435,-87.53334434999998,32.60244042000001
MULDOON MILL,IN,ALLEN,HOAGLAND,69,69,2,40.94645413,-85.053909,-85.053909,40.94645412999999
UNKNOWN161176,MS,MONROE,PRAIRIE,69,69,1,33.80098454,-88.65828507,-88.65828507,33.80098454
TAP160886,AL,HALE,NEWBERN,115,115,2,32.60229,-87.533224,-87.533224,32.60229
MONROEVILLE,IN,ALLEN,MONROEVILLE,-999999,-999999,0,40.97611252,-84.86905875,-84.86905875,40.97611252
TAP160664,ND,MERCER,ZAP,115,115,3,47.18693086,-101.9117657,-101.9117657,47.18693085999999
UNKNOWN160887,AL,HALE,GREENSBORO,115,115,1,32.689421,-87.592458,-87.592458,32.68942099999999
YOST BRIDGE,IN,ADAMS,DECATUR,69,69,1,40.84702317,-84.93857726,-84.93857726,40.84702317
TAP160888,AL,HALE,GREENSBORO,115,115,3,32.687411,-87.592141,-87.592141,32.687411000000004
UNKNOWN160889,AL,HALE,GREENSBORO,115,115,1,32.69822876,-87.60676819,-87.60676819000001,32.69822876
ROCK CREEK,IN,HUNTINGTON,HUNTINGTON,138,138,2,40.80069399,-85.42662937,-85.42662936999999,40.800693990000006
TAP160890,AL,COOSA,ROCKFORD,-999999,-999999,3,32.892545,-86.205103,-86.205103,32.892545000000005
TAP160668,SD,PERKINS,LEMMON,-999999,-999999,3,45.935156,-102.177358,-102.177358,45.93515599999999
UNKNOWN160891,AL,COOSA,ROCKFORD,-999999,-999999,1,32.89254772,-86.20478656,-86.20478656,32.892547719999996
TAP160669,ND,MERCER,ZAP,115,115,3,47.208959,-101.841131,-101.841131,47.20895900000001
TAP160892,AL,COOSA,ROCKFORD,-999999,-999999,3,32.910654,-86.20716,-86.20716,32.910654
TAP160670,ND,DUNN,KILLDEER,-999999,-999999,3,47.356181,-102.741313,-102.741313,47.356181
TAP160893,AL,COOSA,EQUALITY,-999999,-999999,3,32.927189,-86.066636,-86.06663600000002,32.92718899999999
UNKNOWN160894,AL,COOSA,KELLYTON,-999999,-999999,1,32.96090975,-86.07353038,-86.07353038,32.96090974999999
TAP160895,AL,COOSA,NOT AVAILABLE,-999999,-999999,3,32.914916,-86.031756,-86.031756,32.914916
TAP160896,AL,COOSA,EQUALITY,-999999,-999999,3,32.871154,-86.09052,-86.09052,32.871154
UNKNOWN160897,AL,COOSA,EQUALITY,-999999,-999999,1,32.8673605,-86.10174561,-86.10174561,32.86736049999999
ASHLAND,MS,BENTON,ASHLAND,161,161,1,34.85875039,-89.19792502,-89.19792502,34.85875038999998
TAP160898,AL,COOSA,GOODWATER,-999999,-999999,3,33.037083,-86.045845,-86.045845,33.037082999999996
TAP161194,MS,MARSHALL,HOLLY SPRINGS,161,161,3,34.77245021,-89.41878183,-89.41878183,34.772450209999995
UNKNOWN160899,AL,CLAY,GOODWATER,-999999,-999999,1,33.11396811,-85.9784482,-85.97844819999999,33.113968109999995
TAP160900,AL,COOSA,GOODWATER,-999999,-999999,3,33.047149,-86.054365,-86.054365,33.04714899999998
ANCHOR HOCKING,IN,RANDOLPH,WINCHESTER,69,69,2,40.17349933,-84.97156409,-84.97156409,40.17349932999999
UNKNOWN160901,AL,COOSA,GOODWATER,-999999,-999999,1,33.0488594,-86.05665995,-86.05665995,33.0488594
TAP160776,ND,STEELE,HOPE,69,69,3,47.324577,-97.706878,-97.706878,47.32457699999999
PRICE,IN,RANDOLPH,UNION CITY,69,69,2,40.18654687,-84.8626752,-84.8626752,40.18654686999999
TAP160902,AL,COOSA,GOODWATER,-999999,-999999,3,33.049008,-86.05657,-86.05657,33.04900799999999
TAP160777,ND,BOTTINEAU,WESTHOPE,115,115,3,48.82221748,-101.0167852,-101.0167852,48.82221748
UNKNOWN160679,ND,BENSON,RUGBY,115,115,1,48.36061625,-99.81524601,-99.81524601,48.36061625
TAP160903,MN,TRAVERSE,WHEATON,115,115,3,45.890868,-96.552231,-96.55223100000002,45.890868
UNKNOWN160904,MN,TRAVERSE,WHEATON,115,115,1,45.88335535,-96.49341904,-96.49341904,45.883355349999995
TAP160779,ND,BOTTINEAU,BOTTINEAU,115,115,3,48.82062681,-100.5769752,-100.5769752,48.82062681
TAP160681,ND,MCLEAN,ROSEGLEN,115,115,3,47.717601,-101.850157,-101.850157,47.717600999999995
TAP160905,ND,RICHLAND,WAHPETON,-999999,-999999,3,46.253699,-96.600475,-96.60047500000002,46.25369899999999
TAP160780,ND,BARNES,ORISKA,-999999,-999999,3,46.891061,-97.788798,-97.78879799999999,46.891061
TAP160682,ND,MOUNTRAIL,TIOGA,115,115,3,48.400281,-102.862849,-102.862849,48.400280999999985
TAP160906,MN,WILKIN,WAHPETON,-999999,-999999,3,46.253825,-96.592192,-96.59219199999998,46.25382499999999
TAP160781,ND,CASS,ALICE,115,115,3,46.767455,-97.55644,-97.55644000000001,46.767455
TAP160683,ND,WILLIAMS,TIOGA,-999999,-999999,3,48.38724691,-102.9296332,-102.9296332,48.38724691
TAP160782,ND,RANSOM,LISBON,115,115,3,46.434469,-97.680326,-97.680326,46.434469
TAP160684,ND,MOUNTRAIL,NEW TOWN,115,115,3,48.067334,-102.353064,-102.35306400000002,48.067333999999995
BLACKJACK,MS,OKTIBBEHA,STARKVILLE,-999999,-999999,0,33.44791017,-88.76919962,-88.76919962,33.44791016999999
TAP160783,ND,CASS,MAPLETON,115,115,3,46.874489,-97.052609,-97.052609,46.874489
TAP160907,MN,WILKIN,BRECKENRIDGE,-999999,-999999,3,46.261101,-96.574107,-96.574107,46.261101
TAP160685,ND,WARD,KENMARE,115,115,3,48.631802,-102.107981,-102.10798100000001,48.63180199999999
UNKNOWN161205,MS,NESHOBA,PHILADELPHIA,161,161,1,32.81958951,-89.10331229,-89.10331229,32.81958950999999
UNKNOWN160784,ND,TRAILL,HILLSBORO,69,69,4,47.29619,-96.858197,-96.858197,47.29618999999998
TAP160908,AL,CALHOUN,ANNISTON,-999999,-999999,3,33.651771,-85.860786,-85.860786,33.651771
TAP160686,ND,BOTTINEAU,BOTTINEAU,115,115,3,48.941559,-100.292574,-100.292574,48.941559
TAP161206,MS,NESHOBA,PHILADELPHIA,161,161,3,32.80396959,-89.06279433,-89.06279433,32.803969589999994
TAP160909,AL,CALHOUN,ANNISTON,-999999,-999999,3,33.639366,-85.914692,-85.91469200000002,33.639366
TAP160687,ND,ROLETTE,DUNSEITH,115,115,3,48.947286,-100.053296,-100.053296,48.947286
KOSCIUSKO,MS,ATTALA,KOSCIUSKO,161,161,1,33.03070738,-89.60067983,-89.60067983,33.030707379999996
CHARLESTON,MS,TALLAHATCHIE,CHARLESTON,-999999,-999999,0,33.99982172,-90.01183659,-90.01183659,33.99982171999999
TAP160785,MN,NORMAN,HENDRUM,69,69,3,47.29527752,-96.77556503,-96.77556502999998,47.29527752
TAP160688,ND,ROLETTE,DUNSEITH,115,115,3,48.80656,-100.084171,-100.084171,48.80656
TAP160910,AL,CALHOUN,OXFORD,-999999,-999999,2,33.622711,-85.927537,-85.92753699999999,33.622711
UNKNOWN160786,MN,CLAY,MOORHEAD,115,115,2,46.83991549,-96.70372632,-96.70372632,46.83991549
TAP160689,ND,ROLETTE,BELCOURT,115,115,3,48.818643,-99.800208,-99.80020800000001,48.81864300000001
TAP160911,AL,CALHOUN,HOBSON CITY,-999999,-999999,3,33.621623,-85.851548,-85.851548,33.621622999999985
TAP160690,ND,ROLETTE,BELCOURT,-999999,-999999,3,48.84863,-99.721014,-99.72101399999998,48.84862999999999
TAP160912,AL,CALHOUN,OXFORD,115,115,3,33.600527,-85.825475,-85.825475,33.60052699999999
UNKNOWN160691,ND,STUTSMAN,KENSAL,115,115,1,47.18723052,-98.59303976,-98.59303975999998,47.18723052
TAP160913,AL,CALHOUN,OXFORD,115,115,3,33.59893,-85.824884,-85.824884,33.59893
TAP160692,ND,STUTSMAN,JAMESTOWN,115,115,3,46.931374,-98.6995,-98.6995,46.93137399999999
TAP160914,AL,CALHOUN,OXFORD,115,115,3,33.60836574,-85.79750354,-85.79750354,33.608365739999996
UNKNOWN161213,LA,VERNON,PITKIN,-999999,-999999,1,30.93383313,-92.94382632,-92.94382632000001,30.933833129999996
UNKNOWN161214,LA,BEAUREGARD,SUGARTOWN,-999999,-999999,2,30.822456,-92.9854,-92.9854,30.822455999999995
TAP160915,IA,POLK,DES MOINES,69,69,3,41.64405,-93.58153696,-93.58153696,41.64404999999999
UNKNOWN161215,LA,BEAUREGARD,SUGARTOWN,138,138,2,30.84135746,-93.02675985,-93.02675985,30.841357459999998
TAP160916,IA,CARROLL,MANNING,69,69,3,41.957966,-95.073225,-95.073225,41.957966
TAP160697,ND,MCLEAN,WASHBURN,230,230,3,47.37323379,-101.0991578,-101.09915779999999,47.373233789999986
UNKNOWN160917,IA,CARROLL,TEMPLETON,69,69,1,41.93553327,-94.89840198,-94.89840198,41.93553326999999
TAP160795,ND,BENSON,MINNEWAUKAN,-999999,-999999,3,48.07083,-99.264527,-99.264527,48.07083
TAP160698,ND,MORTON,NEW SALEM,115,115,3,46.849034,-101.365089,-101.365089,46.849034
TAP160918,IA,CARROLL,TEMPLETON,69,69,3,41.938771,-94.898671,-94.89867099999998,41.938771
TAP160796,ND,BENSON,MADDOCK,-999999,-999999,3,47.962384,-99.509505,-99.509505,47.962384
TAP160699,ND,MORTON,MANDAN,115,115,3,46.84567348,-100.8716263,-100.87162630000002,46.84567347999999
UNKNOWN160919,AL,CALHOUN,PIEDMONT,115,115,1,33.92146503,-85.6211706,-85.6211706,33.92146502999999
TAP160797,ND,BENSON,MADDOCK,-999999,-999999,3,47.978172,-99.76931,-99.76931,47.978171999999994
UNKNOWN160700,ND,MORTON,MANDAN,115,115,1,46.84357819,-100.8907994,-100.8907994,46.84357819
TAP160920,AL,CALHOUN,PIEDMONT,115,115,3,33.921365,-85.621147,-85.621147,33.921365
TAP160798,ND,RICHLAND,WAHPETON,-999999,-999999,3,46.287072,-96.615335,-96.615335,46.287071999999995
UNKNOWN160921,AL,CALHOUN,PIEDMONT,115,115,1,33.92207417,-85.61038212,-85.61038212000001,33.92207417
TAP160799,ND,STARK,DICKINSON,-999999,-999999,3,46.86137088,-102.9156911,-102.9156911,46.86137088
TAP160702,ND,MORTON,MANDAN,-999999,-999999,3,46.949752,-101.00762,-101.00762,46.94975199999999
UNKNOWN160922,ND,MERCER,GLEN ULLIN,230,230,1,46.98618294,-101.7653369,-101.7653369,46.98618294
UNKNOWN160800,ND,STARK,DICKINSON,-999999,-999999,1,46.8566536,-102.9136626,-102.9136626,46.85665359999999
TAP160923,AL,COOSA,ALEXANDER CITY,115,115,2,32.90278562,-86.01321005,-86.01321005,32.90278561999999
TAP160801,ND,STARK,DICKINSON,-999999,-999999,3,46.8618503,-102.9160776,-102.9160776,46.8618503
TAP160704,ND,GRANT,ELGIN,-999999,-999999,3,46.414973,-101.860015,-101.86001499999999,46.414972999999996
TAP160924,AL,CALHOUN,PIEDMONT,115,115,3,33.921973,-85.610373,-85.61037300000001,33.921972999999994
TAP160802,ND,STARK,DICKINSON,-999999,-999999,3,46.870134,-102.842596,-102.842596,46.87013399999999
TAP160925,AL,CALHOUN,PIEDMONT,115,115,2,33.924692,-85.604559,-85.604559,33.92469199999999
TAP160706,ND,HETTINGER,HETTINGER,69,69,3,46.210037,-102.186165,-102.186165,46.210037
UNKNOWN160804,ND,BURKE,COLUMBUS,115,115,1,48.86476356,-102.7883219,-102.7883219,48.86476356
TAP160926,AL,CALHOUN,PIEDMONT,115,115,3,33.933508,-85.598843,-85.59884300000002,33.933508
TAP160805,ND,BURKE,COLUMBUS,115,115,3,48.86457075,-102.787315,-102.787315,48.864570750000006
UNKNOWN160927,AL,CALHOUN,PIEDMONT,115,115,1,33.93306931,-85.61033064,-85.61033064000002,33.93306931
UNKNOWN160709,SD,PERKINS,LEMMON,-999999,-999999,1,45.94007229,-102.1713245,-102.1713245,45.940072289999996
UNKNOWN161226,LA,POINTE COUPEE,BATCHELOR,-999999,-999999,1,30.828896,-91.702199,-91.702199,30.828896
TAP160806,ND,BURKE,LIGNITE,115,115,3,48.879947,-102.544924,-102.544924,48.879946999999994
UNKNOWN160928,AL,CHEROKEE,CENTRE,-999999,-999999,1,34.13157749,-85.49755224,-85.49755224000002,34.13157749
TAP161227,LA,POINTE COUPEE,BATCHELOR,-999999,-999999,3,30.82845522,-91.65333074,-91.65333073999999,30.82845522
UNKNOWN160807,ND,BURKE,LIGNITE,115,115,1,48.8794004,-102.5445116,-102.5445116,48.879400399999994
UNKNOWN160929,AL,ETOWAH,GADSDEN,-999999,-999999,1,33.98278977,-85.8116161,-85.81161610000001,33.98278977
UNKNOWN160711,ND,MCKENZIE,ARNEGARD,115,115,2,47.7721233,-103.5498016,-103.5498016,47.7721233
TAP160808,ND,BURKE,BOWBELLS,69,69,3,48.807187,-102.241002,-102.241002,48.80718699999999
TAP160930,AL,ETOWAH,GADSDEN,-999999,-999999,3,33.980801,-85.811761,-85.811761,33.98080099999999
TAP160712,ND,MCKENZIE,ARNEGARD,115,115,3,47.78320247,-103.5838232,-103.5838232,47.783202469999985
UNKNOWN160809,ND,MCHENRY,GRANVILLE,-999999,-999999,0,48.23928116,-100.8415856,-100.8415856,48.23928116
TAP160931,AL,ETOWAH,GADSDEN,-999999,-999999,3,33.984922,-85.910602,-85.910602,33.98492199999999
TAP160713,ND,MCKENZIE,ALEXANDER,115,115,3,47.83324602,-103.6485579,-103.6485579,47.83324602
UNKNOWN160714,ND,MCKENZIE,WATFORD CITY,115,115,2,47.85743892,-103.1883337,-103.1883337,47.85743891999999
TAP160810,ND,BOWMAN,RHAME,115,115,3,46.090314,-103.669652,-103.669652,46.09031399999999
UNKNOWN160932,AL,ETOWAH,GADSDEN,-999999,-999999,2,33.9886135,-85.95693335,-85.95693335,33.9886135
TAP160715,ND,MCKENZIE,WATFORD CITY,115,115,3,47.847984,-103.176075,-103.176075,47.847984
UNKNOWN160933,AL,LEE,SALEM,-999999,-999999,0,32.59726133,-85.23279064,-85.23279064,32.59726133000001
TAP160811,ND,BOWMAN,RHAME,115,115,3,46.14937483,-103.8678965,-103.8678965,46.149374830000006
UNKNOWN160934,AL,CHAMBERS,CAMP HILL,-999999,-999999,0,32.94905076,-85.54221813,-85.54221813,32.94905076
TAP160716,ND,MCKENZIE,WATFORD CITY,115,115,3,47.79018318,-103.1512258,-103.1512258,47.79018317999999
TAP160812,ND,BOWMAN,MARMARTH,115,115,3,46.136905,-103.950054,-103.950054,46.136905
TAP160935,AL,MADISON,HAZEL GREEN,-999999,-999999,3,34.90323,-86.571864,-86.57186399999999,34.90323
